Order ID,Product Name,Discount,Sales,Profit,Quantity,Category,Sub-Category
AZ-2014-3685250,"Binney & Smith Markers, Blue",0,$169.00,$32.00,7,Office Supplies,Art
AZ-2014-3685250,"Ibico Binder, Recycled",0,$32.00,$3.00,2,Office Supplies,Binders
AZ-2014-3685250,"SanDisk Mouse, Programmable",0,$119.00,$47.00,3,Technology,Accessories
AZ-2014-8432869,"SAFCO Chairmat, Red",0.1,$162.00,$20.00,3,Furniture,Chairs
BN-2014-3332467,"Avery 3-Hole Punch, Clear",0.5,$27.00,-$20.00,2,Office Supplies,Binders
AZ-2014-8432869,"Cardinal Binding Machine, Recycled",0,$150.00,$32.00,3,Office Supplies,Binders
BN-2014-3332467,"Belkin Flash Drive, Programmable",0.5,$65.00,-$52.00,3,Technology,Accessories
AZ-2014-5210235,"Rubbermaid Photo Frame, Duo Pack",0,$104.00,$37.00,2,Furniture,Furnishings
BN-2014-4619083,"Harbour Creations Chairmat, Set of Two",0.6,$30.00,-$35.00,1,Furniture,Chairs
AZ-2014-13469,"Smead Round Labels, Laser Printer Compatible",0,$35.00,$12.00,5,Office Supplies,Labels
BN-2014-6657034,"Avery Binder, Clear",0.5,$19.00,-$15.00,3,Office Supplies,Binders
AZ-2014-772814,"Enermax Numeric Keypad, Bluetooth",0,$115.00,$47.00,2,Technology,Accessories
AZ-2014-1135927,"Xerox Note Cards, Premium",0,$132.00,$26.00,5,Office Supplies,Paper
AZ-2014-6308636,"Stanley Canvas, Fluorescent",0.1,$91.00,$22.00,2,Office Supplies,Art
AZ-2014-6308636,"Acme Letter Opener, Steel",0.1,$133.00,$46.00,5,Office Supplies,Supplies
AZ-2014-2049554,"Smead Lockers, Blue",0.1,$357.00,$28.00,2,Office Supplies,Storage
AZ-2014-6937153,"Eldon Box, Wire Frame",0,$47.00,$15.00,5,Office Supplies,Storage
BN-2014-3227902,"Hamilton Beach Blender, Silver",0.2,$341.00,-$85.00,6,Office Supplies,Appliances
BN-2014-3227902,"Green Bar Message Books, Recycled",0.1,$107.00,$31.00,5,Office Supplies,Paper
BN-2014-3227902,"Xerox Message Books, 8.5 x 11",0.1,$154.00,$22.00,7,Office Supplies,Paper
AZ-2014-5438822,"Stiletto Scissors, High Speed",0,$142.00,$3.00,6,Office Supplies,Supplies
AZ-2014-3997418,"Acme Ruler, Serrated",0,$54.00,$15.00,4,Office Supplies,Supplies
BN-2014-3227902,"Belkin Memory Card, Bluetooth",0.1,$620.00,$82.00,6,Technology,Accessories
BN-2014-5960677,"Rubbermaid Photo Frame, Duo Pack",0,$155.00,$56.00,3,Furniture,Furnishings
AZ-2014-7029389,"Cardinal Binder, Durable",0,$92.00,$5.00,6,Office Supplies,Binders
BN-2014-5960677,"BIC Markers, Water Color",0,$148.00,$52.00,5,Office Supplies,Art
BN-2014-5960677,"Rogers Box, Blue",0.4,$86.00,-$55.00,6,Office Supplies,Storage
BN-2014-301235,"Eaton Memo Slips, Premium",0.5,$34.00,-$11.00,5,Office Supplies,Paper
AZ-2014-5561990,"Nokia Headset, VoIP",0,$73.00,$31.00,1,Technology,Phones
AZ-2014-2074276,"Harbour Creations Color Coded Labels, Laser Printer Compatible",0.1,$35.00,$4.00,3,Office Supplies,Labels
AZ-2014-2074276,"Cisco Speaker Phone, VoIP",0.1,$249.00,$64.00,2,Technology,Phones
AZ-2014-96826,"BIC Pens, Fluorescent",0,$16.00,$5.00,1,Office Supplies,Art
AZ-2014-96826,"Accos Staples, 12 Pack",0,$52.00,$11.00,5,Office Supplies,Fasteners
AZ-2014-96826,"Stockwell Push Pins, 12 Pack",0,$27.00,$2.00,2,Office Supplies,Fasteners
BN-2014-4519782,"Stockwell Clamps, Bulk Pack",0.5,$57.00,-$48.00,6,Office Supplies,Fasteners
AZ-2014-8495612,"Brother Fax and Copier, High-Speed",0.15,$484.00,$28.00,3,Technology,Copiers
BN-2014-4521538,"Ikea Stackable Bookrack, Traditional",0.5,$490.00,-$128.00,8,Furniture,Bookcases
AZ-2014-8612658,"Stanley Markers, Water Color",0,$152.00,$50.00,6,Office Supplies,Art
AZ-2014-8612658,"Stanley Pencil Sharpener, Easy-Erase",0,$78.00,$27.00,3,Office Supplies,Art
AZ-2014-8612658,"Avery Hole Reinforcements, Durable",0,$30.00,$11.00,5,Office Supplies,Binders
AZ-2014-8612658,"Ames Mailers, Set of 50",0,$179.00,$25.00,5,Office Supplies,Envelopes
AZ-2014-8612658,"Rogers Trays, Industrial",0.1,$168.00,$56.00,3,Office Supplies,Storage
AZ-2014-1832142,"Stiletto Letter Opener, Easy Grip",0,$150.00,$29.00,5,Office Supplies,Supplies
AZ-2014-3872710,"Stockwell Push Pins, 12 Pack",0,$28.00,$3.00,2,Office Supplies,Fasteners
AZ-2014-8612658,"SanDisk Mouse, Erganomic",0,$108.00,$22.00,3,Technology,Accessories
AZ-2014-8297343,"Binney & Smith Pens, Blue",0,$48.00,$20.00,4,Office Supplies,Art
AZ-2014-8297343,"Wilson Jones Index Tab, Economy",0,$26.00,$7.00,4,Office Supplies,Binders
AZ-2014-8297343,"Tenex Shelving, Industrial",0.1,$149.00,$15.00,3,Office Supplies,Storage
AZ-2014-378120,"Ibico Binder, Durable",0,$34.00,$1.00,2,Office Supplies,Binders
AZ-2014-378120,"Kleencut Trimmer, High Speed",0,$207.00,$56.00,5,Office Supplies,Supplies
AZ-2014-9593137,"Avery Hole Reinforcements, Durable",0,$18.00,$6.00,3,Office Supplies,Binders
BN-2014-6157106,"Smead Trays, Industrial",0.5,$73.00,-$25.00,3,Office Supplies,Storage
AZ-2014-5109192,"Sanford Canvas, Blue",0,$101.00,$29.00,2,Office Supplies,Art
AZ-2014-5109192,"Acco Binder Covers, Clear",0,$26.00,$11.00,2,Office Supplies,Binders
BN-2014-6157106,"Memorex Numeric Keypad, Bluetooth",0.5,$68.00,-$27.00,3,Technology,Accessories
AZ-2014-5856629,"Bush Floating Shelf Set, Mobile",0,"$1,217.00",$304.00,7,Furniture,Bookcases
AZ-2014-5856629,"SAFCO Chairmat, Black",0.6,$115.00,-$158.00,5,Furniture,Chairs
AZ-2014-5856629,"Eldon Door Stop, Erganomic",0,$146.00,$19.00,3,Furniture,Furnishings
AZ-2014-6097969,"Ikea Floating Shelf Set, Traditional",0,$852.00,$51.00,5,Furniture,Bookcases
AZ-2014-7610238,"Kraft Interoffice Envelope, Security-Tint",0,$197.00,$20.00,4,Office Supplies,Envelopes
AZ-2014-5856629,"Binney & Smith Pens, Easy-Erase",0,$49.00,$0.00,4,Office Supplies,Art
AZ-2014-5856629,"Memorex Router, USB",0,$986.00,$79.00,4,Technology,Accessories
AZ-2014-6097969,"Memorex Router, Bluetooth",0,$492.00,$187.00,2,Technology,Accessories
AZ-2014-5444543,"Enermax Message Books, Recycled",0,$90.00,$39.00,4,Office Supplies,Paper
AZ-2014-9539724,"Tenex File Cart, Single Width",0.1,$485.00,$199.00,4,Office Supplies,Storage
AZ-2014-4986921,"Hewlett Fax and Copier, Laser",0.15,$820.00,$38.00,5,Technology,Copiers
AZ-2014-4986921,"Apple Smart Phone, Full Size",0.15,"$4,877.00",$746.00,9,Technology,Phones
BN-2014-1221335,"Stockwell Push Pins, Bulk Pack",0.5,$21.00,-$6.00,3,Office Supplies,Fasteners
AZ-2014-3954912,"Fiskars Shears, Steel",0,$329.00,$95.00,7,Office Supplies,Supplies
AZ-2014-2490387,"OIC Push Pins, Assorted Sizes",0,$37.00,$7.00,3,Office Supplies,Fasteners
AZ-2014-1811710,"Ibico Hole Reinforcements, Durable",0,$51.00,$14.00,6,Office Supplies,Binders
AZ-2014-1891559,"Fiskars Ruler, Serrated",0,$11.00,$4.00,1,Office Supplies,Supplies
AZ-2014-5155500,"Eaton Computer Printout Paper, Multicolor",0,$56.00,$8.00,2,Office Supplies,Paper
AZ-2014-5155500,"Cisco Speaker Phone, Cordless",0,$565.00,$57.00,4,Technology,Phones
AZ-2014-870440,"Eldon Clock, Black",0.3,$79.00,-$2.00,2,Furniture,Furnishings
AZ-2014-1094147,"Sanford Canvas, Easy-Erase",0,$102.00,$13.00,2,Office Supplies,Art
AZ-2014-2013491,"BIC Sketch Pad, Easy-Erase",0.5,$122.00,$0.00,5,Office Supplies,Art
AZ-2014-2013491,"Stockwell Paper Clips, Assorted Sizes",0.5,$40.00,-$32.00,7,Office Supplies,Fasteners
AZ-2014-1094147,"Eldon Trays, Blue",0.1,$130.00,$11.00,3,Office Supplies,Storage
AZ-2014-870440,"BIC Pens, Blue",0,$43.00,$5.00,3,Office Supplies,Art
AZ-2014-870440,"Avery Binder Covers, Economy",0,$33.00,$10.00,3,Office Supplies,Binders
AZ-2014-870440,"Cardinal Hole Reinforcements, Clear",0,$24.00,$11.00,5,Office Supplies,Binders
AZ-2014-870440,"Konica Receipt Printer, Durable",0,$734.00,$213.00,6,Technology,Machines
AZ-2014-139785,"Harbour Creations Color Coded Labels, Alphabetical",0,$38.00,$19.00,3,Office Supplies,Labels
BN-2014-4587618,"Binney & Smith Pens, Blue",0.5,$48.00,-$8.00,8,Office Supplies,Art
BN-2014-4587618,"Boston Sketch Pad, Water Color",0.5,$26.00,-$24.00,1,Office Supplies,Art
BN-2014-4587618,"Sanford Highlighters, Blue",0.5,$16.00,-$12.00,2,Office Supplies,Art
BN-2014-4587618,"OIC Push Pins, Assorted Sizes",0.5,$12.00,-$7.00,2,Office Supplies,Fasteners
BN-2014-4587618,"Panasonic Calculator, Durable",0.5,$76.00,-$54.00,3,Technology,Machines
AZ-2014-9066153,"Lesro Conference Table, Adjustable Height",0.35,"$1,118.00",$206.00,2,Furniture,Tables
BN-2014-3999779,"Eldon Lockers, Blue",0.1,"$1,069.00",$0.00,6,Office Supplies,Storage
AZ-2014-8286084,"Wilson Jones 3-Hole Punch, Clear",0,$137.00,$38.00,5,Office Supplies,Binders
AZ-2014-8286084,"Rogers Shelving, Industrial",0.1,$169.00,$38.00,3,Office Supplies,Storage
AZ-2014-9673217,"Canon Personal Copier, Color",0,"$1,298.00",$65.00,9,Technology,Copiers
AZ-2014-8955026,"BIC Canvas, Easy-Erase",0,$108.00,$37.00,2,Office Supplies,Art
AZ-2014-8955026,"Wilson Jones Binder, Clear",0,$37.00,$3.00,3,Office Supplies,Binders
AZ-2014-5560441,"Elite Scissors, Easy Grip",0,$48.00,$22.00,2,Office Supplies,Supplies
BN-2014-8403814,"Eldon Folders, Blue",0.4,$20.00,-$8.00,2,Office Supplies,Storage
BN-2014-8403814,"Smead Folders, Single Width",0.4,$42.00,-$6.00,4,Office Supplies,Storage
BN-2014-8403814,"Samsung Audio Dock, VoIP",0.4,$100.00,-$23.00,1,Technology,Phones
AZ-2014-7786801,"Safco Library with Doors, Metal",0.1,"$2,452.00",$191.00,7,Furniture,Bookcases
AZ-2014-7786801,"Enermax Note Cards, Premium",0,$171.00,$17.00,6,Office Supplies,Paper
AZ-2014-1173814,"Sanford Highlighters, Fluorescent",0,$34.00,$14.00,2,Office Supplies,Art
AZ-2014-6451890,"Ikea 3-Shelf Cabinet, Metal",0.5,$213.00,-$145.00,3,Furniture,Bookcases
BN-2014-2257467,"Hon Chairmat, Black",0.1,$335.00,-$22.00,7,Furniture,Chairs
AZ-2014-6451890,"Ames Clasp Envelope, Security-Tint",0.5,$19.00,-$18.00,4,Office Supplies,Envelopes
AZ-2014-2602647,"Smead Trays, Single Width",0.1,$44.00,$11.00,1,Office Supplies,Storage
AZ-2014-5956672,"GlobeWeis Clasp Envelope, Security-Tint",0,$49.00,$19.00,4,Office Supplies,Envelopes
AZ-2014-3885179,"Stanley Canvas, Fluorescent",0,$254.00,$81.00,5,Office Supplies,Art
AZ-2014-3885179,"Kraft Interoffice Envelope, Set of 50",0,$94.00,$21.00,2,Office Supplies,Envelopes
AZ-2014-1111012,"Boston Canvas, Fluorescent",0,$275.00,$49.00,5,Office Supplies,Art
AZ-2014-1111012,"Accos Staples, 12 Pack",0,$52.00,$11.00,5,Office Supplies,Fasteners
AZ-2014-5956672,"Brother Copy Machine, Color",0,$527.00,$227.00,2,Technology,Copiers
AZ-2014-3885179,"Samsung Audio Dock, with Caller ID",0,$167.00,$5.00,1,Technology,Phones
AZ-2014-4303771,"Eldon Lockers, Wire Frame",0,$591.00,$118.00,3,Office Supplies,Storage
AZ-2014-4362946,"Acco 3-Hole Punch, Clear",0,$89.00,$15.00,3,Office Supplies,Binders
AZ-2014-4362946,"Eldon Lockers, Blue",0.4,$237.00,-$119.00,2,Office Supplies,Storage
AZ-2014-4303771,"Nokia Headset, Full Size",0,$521.00,$10.00,7,Technology,Phones
AZ-2014-3603253,"Stanley Markers, Fluorescent",0,$47.00,$16.00,2,Office Supplies,Art
AZ-2014-7973944,"Ikea Library with Doors, Mobile",0,"$2,927.00",$146.00,8,Furniture,Bookcases
AZ-2014-3767753,"Sanford Pencil Sharpener, Fluorescent",0,$52.00,$18.00,2,Office Supplies,Art
AZ-2014-7973944,"Enermax Note Cards, Multicolor",0,$294.00,$62.00,9,Office Supplies,Paper
AZ-2014-1390032,"Logitech Mouse, Bluetooth",0,$117.00,$53.00,4,Technology,Accessories
AZ-2014-1390032,"SanDisk Numeric Keypad, Bluetooth",0,$166.00,$27.00,3,Technology,Accessories
AZ-2014-7973944,"Apple Office Telephone, Full Size",0.4,$200.00,$13.00,5,Technology,Phones
AZ-2014-1240658,"Sauder Stackable Bookrack, Pine",0.1,$269.00,$84.00,2,Furniture,Bookcases
AZ-2014-1332889,"Safco 3-Shelf Cabinet, Metal",0,"$2,020.00",$707.00,12,Furniture,Bookcases
AZ-2014-1240658,"Binney & Smith Markers, Water Color",0,$245.00,$42.00,9,Office Supplies,Art
AZ-2014-1240658,"Fellowes Shelving, Industrial",0.1,$157.00,$59.00,3,Office Supplies,Storage
BN-2014-8330750,"Eldon Folders, Industrial",0.1,$31.00,-$2.00,2,Office Supplies,Storage
AZ-2014-6207132,"Avery Binder, Clear",0,$25.00,$2.00,2,Office Supplies,Binders
BN-2014-6199887,"Hon Round Labels, 5000 Label Set",0.5,$7.00,-$3.00,2,Office Supplies,Labels
BN-2014-6199887,"Cisco Smart Phone, with Caller ID",0.5,$327.00,-$39.00,1,Technology,Phones
AZ-2014-7615931,"Sanford Highlighters, Easy-Erase",0,$48.00,$2.00,3,Office Supplies,Art
AZ-2014-7615931,"Stockwell Thumb Tacks, Bulk Pack",0,$13.00,$3.00,1,Office Supplies,Fasteners
AZ-2014-7615931,"Eldon File Cart, Industrial",0.1,$230.00,$5.00,2,Office Supplies,Storage
AZ-2014-1314393,"Rogers Shelving, Wire Frame",0.1,$386.00,$90.00,7,Office Supplies,Storage
AZ-2014-181496,"OIC Paper Clips, 12 Pack",0,$97.00,$23.00,7,Office Supplies,Fasteners
BN-2014-5801390,"BIC Sketch Pad, Blue",0,$97.00,$17.00,2,Office Supplies,Art
BN-2014-5801390,"Stanley Canvas, Easy-Erase",0,$149.00,$36.00,3,Office Supplies,Art
BN-2014-5801390,"Smead Removable Labels, Laser Printer Compatible",0,$31.00,$10.00,3,Office Supplies,Labels
BN-2014-5801390,"Smead Lockers, Blue",0.1,$714.00,$56.00,4,Office Supplies,Storage
AZ-2014-8469117,"Sauder Classic Bookcase, Traditional",0,"$1,308.00",$536.00,3,Furniture,Bookcases
AZ-2014-8469117,"Harbour Creations Swivel Stool, Red",0.6,$216.00,-$135.00,3,Furniture,Chairs
AZ-2014-8469117,"Hon Rocking Chair, Black",0.6,$154.00,-$85.00,3,Furniture,Chairs
AZ-2014-8469117,"Xerox Parchment Paper, Premium",0,$40.00,$13.00,3,Office Supplies,Paper
AZ-2014-8469117,"Epson Receipt Printer, Wireless",0.4,$351.00,-$94.00,5,Technology,Machines
AZ-2014-5282151,"Dania Classic Bookcase, Mobile",0,"$1,240.00",$223.00,3,Furniture,Bookcases
AZ-2014-5282151,"Cardinal Binding Machine, Economy",0,$100.00,$28.00,2,Office Supplies,Binders
AZ-2014-5282151,"Jiffy Mailers, Set of 50",0,$112.00,$24.00,3,Office Supplies,Envelopes
AZ-2014-5282151,"OIC Push Pins, Assorted Sizes",0,$62.00,$12.00,5,Office Supplies,Fasteners
AZ-2014-5282151,"Novimex File Folder Labels, Adjustable",0,$18.00,$4.00,3,Office Supplies,Labels
AZ-2014-5282151,"Novimex Round Labels, Laser Printer Compatible",0,$31.00,$15.00,5,Office Supplies,Labels
AZ-2014-5282151,"Fellowes Shelving, Single Width",0,$405.00,$105.00,7,Office Supplies,Storage
AZ-2014-855671,"Avery File Folder Labels, Alphabetical",0,$80.00,$26.00,9,Office Supplies,Labels
AZ-2014-855671,"Green Bar Cards & Envelopes, Multicolor",0,$100.00,$12.00,2,Office Supplies,Paper
AZ-2014-5282151,"HP Copy Machine, Laser",0,$730.00,$365.00,3,Technology,Copiers
AZ-2014-5282151,"Konica Printer, White",0,$799.00,$240.00,3,Technology,Machines
AZ-2014-5282151,"Okidata Card Printer, Durable",0,$704.00,$56.00,4,Technology,Machines
AZ-2014-4059237,"BIC Highlighters, Easy-Erase",0,$77.00,$18.00,4,Office Supplies,Art
AZ-2014-4059237,"Jiffy Peel and Seal, Set of 50",0,$40.00,$10.00,2,Office Supplies,Envelopes
AZ-2014-4059237,"Eldon File Cart, Single Width",0.1,$578.00,$212.00,5,Office Supplies,Storage
AZ-2014-9518862,"Hewlett Ink, Color",0,$300.00,$42.00,2,Technology,Copiers
AZ-2014-4339601,"Hon Chairmat, Adjustable",0.1,$157.00,$24.00,3,Furniture,Chairs
AZ-2014-4339601,"Ibico Binder Covers, Economy",0,$41.00,$6.00,3,Office Supplies,Binders
AZ-2014-1879822,"Stockwell Paper Clips, Assorted Sizes",0,$77.00,$30.00,7,Office Supplies,Fasteners
AZ-2014-6356102,"BIC Pencil Sharpener, Water Color",0,$290.00,$110.00,9,Office Supplies,Art
AZ-2014-6356102,"Acco 3-Hole Punch, Recycled",0,$122.00,$11.00,4,Office Supplies,Binders
AZ-2014-6356102,"Eldon Box, Industrial",0.1,$29.00,$9.00,3,Office Supplies,Storage
AZ-2014-6356102,"Hewlett Wireless Fax, High-Speed",0,"$1,514.00",$742.00,4,Technology,Copiers
AZ-2014-9985991,"Binney & Smith Sketch Pad, Fluorescent",0,$95.00,$5.00,2,Office Supplies,Art
AZ-2014-7329559,"Rubbermaid Frame, Erganomic",0,$109.00,$40.00,1,Furniture,Furnishings
AZ-2014-7329559,"Avery Removable Labels, Laser Printer Compatible",0,$43.00,$9.00,4,Office Supplies,Labels
AZ-2014-7329559,"Hewlett Copy Machine, Color",0.15,$676.00,$151.00,3,Technology,Copiers
AZ-2014-3101518,"Samsung Office Telephone, with Caller ID",0.15,$277.00,$26.00,5,Technology,Phones
BN-2014-9255621,"Binney & Smith Pens, Fluorescent",0,$53.00,$1.00,4,Office Supplies,Art
BN-2014-9255621,"Stanley Canvas, Water Color",0,$158.00,$69.00,3,Office Supplies,Art
BN-2014-9255621,"Rogers Shelving, Blue",0.4,$149.00,-$87.00,4,Office Supplies,Storage
BN-2014-6549234,"Cardinal Hole Reinforcements, Recycled",0.5,$11.00,-$2.00,4,Office Supplies,Binders
BN-2014-1166603,"Wilson Jones Index Tab, Economy",0,$45.00,$12.00,7,Office Supplies,Binders
BN-2014-1166603,"Eldon Folders, Wire Frame",0,$64.00,$6.00,4,Office Supplies,Storage
AZ-2014-3032977,"Ibico 3-Hole Punch, Durable",0,$96.00,$35.00,3,Office Supplies,Binders
BN-2014-839820,"Green Bar Computer Printout Paper, Premium",0,$30.00,$13.00,1,Office Supplies,Paper
BN-2014-839820,"Rogers Box, Wire Frame",0.4,$55.00,-$26.00,4,Office Supplies,Storage
BN-2014-839820,"Tenex Trays, Blue",0.4,$130.00,-$41.00,4,Office Supplies,Storage
AZ-2014-4315429,"Memorex Router, Erganomic",0,$732.00,$220.00,3,Technology,Accessories
AZ-2014-8008458,"Hon Legal Exhibit Labels, 5000 Label Set",0,$45.00,$8.00,4,Office Supplies,Labels
AZ-2014-4698064,"Cardinal Binding Machine, Clear",0,$98.00,$39.00,2,Office Supplies,Binders
AZ-2014-1476767,"Smead Legal Exhibit Labels, 5000 Label Set",0,$11.00,$2.00,1,Office Supplies,Labels
AZ-2014-1476767,"Logitech Keyboard, USB",0,$218.00,$46.00,3,Technology,Accessories
BN-2014-4656521,"Office Star Bag Chairs, Red",0.5,$55.00,-$33.00,2,Furniture,Chairs
AZ-2014-8568817,"Barricks Round Table, Rectangular",0.35,"$1,622.00",-$624.00,5,Furniture,Tables
AZ-2014-8568817,"Ibico Binding Machine, Recycled",0,$259.00,$47.00,5,Office Supplies,Binders
AZ-2014-8568817,"Acme Ruler, High Speed",0,$33.00,$1.00,2,Office Supplies,Supplies
AZ-2014-955637,"Stanley Canvas, Blue",0,$148.00,$24.00,3,Office Supplies,Art
AZ-2014-955637,"Acco Hole Reinforcements, Clear",0,$24.00,$1.00,4,Office Supplies,Binders
AZ-2014-955637,"SanDisk Router, USB",0,$513.00,$215.00,2,Technology,Accessories
AZ-2014-8957312,"Hon Rocking Chair, Adjustable",0.1,$719.00,$303.00,6,Furniture,Chairs
AZ-2014-8957312,"Jiffy Manila Envelope, Security-Tint",0,$57.00,$28.00,2,Office Supplies,Envelopes
AZ-2014-1586750,"Boston Sketch Pad, Easy-Erase",0,$244.00,$71.00,5,Office Supplies,Art
AZ-2014-1586750,"Eldon Box, Blue",0,$21.00,$5.00,2,Office Supplies,Storage
BN-2014-7173798,"Hoover Blender, Black",0.5,$97.00,-$62.00,2,Office Supplies,Appliances
AZ-2014-2500745,"Belkin Mouse, Erganomic",0,$193.00,$33.00,5,Technology,Accessories
AZ-2014-2500745,"Samsung Audio Dock, Full Size",0,$336.00,$44.00,2,Technology,Phones
AZ-2014-4687220,"Sharp Copy Machine, High-Speed",0.15,$407.00,$139.00,2,Technology,Copiers
AZ-2014-2576958,"Rogers File Cart, Blue",0,$844.00,$8.00,6,Office Supplies,Storage
AZ-2014-2827922,"Elite Letter Opener, High Speed",0,$134.00,$56.00,5,Office Supplies,Supplies
AZ-2014-2049231,"Office Star Chairmat, Red",0.1,$237.00,$79.00,4,Furniture,Chairs
AZ-2014-2049231,"Boston Highlighters, Fluorescent",0,$60.00,$16.00,3,Office Supplies,Art
AZ-2014-2049231,"Sanford Canvas, Easy-Erase",0,$152.00,$20.00,3,Office Supplies,Art
AZ-2014-2049231,"Acco Binder Covers, Economy",0,$40.00,$16.00,3,Office Supplies,Binders
AZ-2014-2049231,"Panasonic Inkjet, Red",0,$928.00,$260.00,3,Technology,Machines
BN-2014-7135917,"Office Star Steel Folding Chair, Black",0.5,$312.00,-$312.00,7,Furniture,Chairs
BN-2014-7135917,"Harbour Creations File Folder Labels, Alphabetical",0.5,$9.00,-$6.00,2,Office Supplies,Labels
AZ-2014-2138061,"Advantus Frame, Black",0,$222.00,$44.00,2,Furniture,Furnishings
AZ-2014-2138061,"Fiskars Shears, Steel",0,$94.00,$27.00,2,Office Supplies,Supplies
AZ-2014-9225058,"Kleencut Trimmer, Steel",0,$82.00,$13.00,2,Office Supplies,Supplies
AZ-2014-9225058,"Belkin Flash Drive, Bluetooth",0,$294.00,$109.00,7,Technology,Accessories
AZ-2014-36141,"Sauder Classic Bookcase, Traditional",0.1,"$1,177.00",$405.00,3,Furniture,Bookcases
AZ-2014-36141,"Avery Round Labels, Laser Printer Compatible",0,$21.00,$5.00,3,Office Supplies,Labels
AZ-2014-5538768,"Enermax Flash Drive, Bluetooth",0,$166.00,$53.00,4,Technology,Accessories
AZ-2014-8864215,"Elite Ruler, High Speed",0,$83.00,$6.00,6,Office Supplies,Supplies
BN-2014-5849086,"SanDisk Memo Slips, Recycled",0,$51.00,$21.00,3,Office Supplies,Paper
BN-2014-5849086,"Smead File Cart, Single Width",0.4,$387.00,-$213.00,5,Office Supplies,Storage
AZ-2014-3938164,"Deflect-O Light Bulb, Black",0.2,$46.00,$9.00,3,Furniture,Furnishings
AZ-2014-2258709,"Stockwell Push Pins, 12 Pack",0,$27.00,$2.00,2,Office Supplies,Fasteners
BN-2014-5531507,"Hon Removable Labels, Adjustable",0.5,$4.00,-$3.00,1,Office Supplies,Labels
BN-2014-5531507,"Motorola Signal Booster, Cordless",0.5,$73.00,-$7.00,1,Technology,Phones
AZ-2014-6391866,"Ikea Floating Shelf Set, Pine",0.1,$618.00,$27.00,4,Furniture,Bookcases
BN-2014-3650547,"SAFCO Rocking Chair, Black",0.2,$212.00,-$24.00,2,Furniture,Chairs
AZ-2014-6391866,"Cardinal Binder, Clear",0,$53.00,$2.00,4,Office Supplies,Binders
AZ-2014-6391866,"Fellowes Lockers, Blue",0.1,"$1,120.00",$199.00,6,Office Supplies,Storage
AZ-2014-7400496,"Cardinal Hole Reinforcements, Economy",0,$16.00,$6.00,3,Office Supplies,Binders
AZ-2014-6391866,"Brother Fax and Copier, Digital",0.15,"$1,137.00",-$14.00,7,Technology,Copiers
AZ-2014-7400496,"Epson Receipt Printer, White",0,$231.00,$99.00,2,Technology,Machines
AZ-2014-3981915,"Cardinal Index Tab, Durable",0,$15.00,$7.00,2,Office Supplies,Binders
AZ-2014-3981915,"Eldon Trays, Industrial",0.1,$174.00,$72.00,4,Office Supplies,Storage
AZ-2014-2884391,"Avery Binder Covers, Durable",0,$25.00,$3.00,2,Office Supplies,Binders
BN-2014-3570494,"BIC Pens, Easy-Erase",0.5,$22.00,-$12.00,3,Office Supplies,Art
AZ-2014-980530,"Eldon Door Stop, Durable",0,$94.00,$20.00,2,Furniture,Furnishings
AZ-2014-980530,"Ibico Hole Reinforcements, Economy",0,$28.00,$14.00,4,Office Supplies,Binders
BN-2014-6943286,"Hon Legal Exhibit Labels, 5000 Label Set",0,$101.00,$18.00,9,Office Supplies,Labels
BN-2014-6943286,"Eldon Lockers, Industrial",0,"$1,389.00",$680.00,7,Office Supplies,Storage
AZ-2014-4987937,"BIC Canvas, Blue",0,$107.00,$9.00,2,Office Supplies,Art
AZ-2014-980530,"StarTech Card Printer, Durable",0.15,$417.00,$49.00,3,Technology,Machines
BN-2014-6943286,"HP Ink, Color",0,$651.00,$169.00,5,Technology,Copiers
BN-2014-6758663,"Harbour Creations Swivel Stool, Red",0.6,$288.00,-$180.00,4,Furniture,Chairs
AZ-2014-2203949,"Stanley Pens, Water Color",0.5,$33.00,-$12.00,5,Office Supplies,Art
AZ-2014-2203949,"Wilson Jones Binding Machine, Durable",0.5,$25.00,-$24.00,1,Office Supplies,Binders
AZ-2014-2203949,"Wilson Jones Binding Machine, Recycled",0.5,$74.00,-$58.00,3,Office Supplies,Binders
AZ-2014-2203949,"SanDisk Parchment Paper, Recycled",0.5,$17.00,-$11.00,2,Office Supplies,Paper
AZ-2014-9760278,"Boston Highlighters, Easy-Erase",0,$115.00,$25.00,6,Office Supplies,Art
AZ-2014-9760278,"Rogers Folders, Industrial",0.1,$140.00,$6.00,5,Office Supplies,Storage
AZ-2014-4182023,"Eldon Trays, Wire Frame",0.4,$169.00,-$3.00,6,Office Supplies,Storage
AZ-2014-9760278,"Brother Fax Machine, Laser",0,$637.00,$261.00,2,Technology,Copiers
AZ-2014-4182023,"SanDisk Keyboard, Erganomic",0,$159.00,$21.00,2,Technology,Accessories
AZ-2014-4182023,"HP Copy Machine, Color",0,"$1,209.00",$242.00,5,Technology,Copiers
AZ-2014-4360441,"Cardinal Index Tab, Economy",0,$53.00,$24.00,6,Office Supplies,Binders
BN-2014-1068004,"BIC Sketch Pad, Blue",0.5,$49.00,-$31.00,2,Office Supplies,Art
BN-2014-1068004,"Stockwell Staples, Metal",0.5,$21.00,-$10.00,4,Office Supplies,Fasteners
BN-2014-1068004,"Green Bar Computer Printout Paper, Premium",0.5,$15.00,-$2.00,1,Office Supplies,Paper
